Human_id,Species_id,Type
OR4X2,KH2012:KH.C7.62,many_many
OR4E2,KH2012:KH.C7.62,many_many
OR4K2,KH2012:KH.C7.62,many_many
OR4K1,KH2012:KH.C7.62,many_many
OR4K17,KH2012:KH.C7.62,many_many
OR4Q2,KH2012:KH.C7.62,many_many
OR10G4,KH2012:KH.C7.62,many_many
OR10G9,KH2012:KH.C7.62,many_many
OR10G7,KH2012:KH.C7.62,many_many
OR3A2,KH2012:KH.C7.62,many_many
OR3A3,KH2012:KH.C7.62,many_many
OR3A1,KH2012:KH.C7.62,many_many
OR13G1,KH2012:KH.C7.62,many_many
OR1C1,KH2012:KH.C7.62,many_many
OR7G3,KH2012:KH.C7.62,many_many
OR7D2,KH2012:KH.C7.62,many_many
OR7C2,KH2012:KH.C7.62,many_many
OR7C1,KH2012:KH.C7.62,many_many
OR1G1,KH2012:KH.C7.62,many_many
OR1N1,KH2012:KH.C7.62,many_many
OR1N2,KH2012:KH.C7.62,many_many
OR1J4,KH2012:KH.C7.62,many_many
OR1J1,KH2012:KH.C7.62,many_many
OR1J2,KH2012:KH.C7.62,many_many
OR1E2,KH2012:KH.C7.62,many_many
OR1E1,KH2012:KH.C7.62,many_many
OR1S2,KH2012:KH.C7.62,many_many
OR1M1,KH2012:KH.C7.62,many_many
OR1A2,KH2012:KH.C7.62,many_many
OR1A1,KH2012:KH.C7.62,many_many
OR1D2,KH2012:KH.C7.62,many_many
OR1L6,KH2012:KH.C7.62,many_many
OR1L4,KH2012:KH.C7.62,many_many
OR1L1,KH2012:KH.C7.62,many_many
OR1L3,KH2012:KH.C7.62,many_many
OR1L8,KH2012:KH.C7.62,many_many
OR1Q1,KH2012:KH.C7.62,many_many
OR1F1,KH2012:KH.C7.62,many_many
OR11L1,KH2012:KH.C7.62,many_many
OR11H4,KH2012:KH.C7.62,many_many
OR11G2,KH2012:KH.C7.62,many_many
OR6N2,KH2012:KH.C7.62,many_many
OR6Q1,KH2012:KH.C7.62,many_many
OR6B1,KH2012:KH.C7.62,many_many
OR6Y1,KH2012:KH.C7.62,many_many
OR6B3,KH2012:KH.C7.62,many_many
OR6B2,KH2012:KH.C7.62,many_many
OR6F1,KH2012:KH.C7.62,many_many
OR6X1,KH2012:KH.C7.62,many_many
OR6S1,KH2012:KH.C7.62,many_many
OR6M1,KH2012:KH.C7.62,many_many
OR6C4,KH2012:KH.C7.62,many_many
OR6C3,KH2012:KH.C7.62,many_many
OR6C1,KH2012:KH.C7.62,many_many
OR6C75,KH2012:KH.C7.62,many_many
OR6C70,KH2012:KH.C7.62,many_many
OR6C76,KH2012:KH.C7.62,many_many
OR6C2,KH2012:KH.C7.62,many_many
OR10R2,KH2012:KH.S546.8,many_many
OR10Z1,KH2012:KH.S546.8,many_many
OR10Q1,KH2012:KH.S546.8,many_many
OR10V1,KH2012:KH.S546.8,many_many
OR10J5,KH2012:KH.S546.8,many_many
OR5AU1,KH2012:KH.S546.8,many_many
OR5AP2,KH2012:KH.S546.8,many_many
OR2A25,KH2012:KH.S546.8,many_many
OR2A14,KH2012:KH.S546.8,many_many
OR2V1,KH2012:KH.S546.8,many_many
OR2M5,KH2012:KH.S546.8,many_many
OR2M7,KH2012:KH.S546.8,many_many
OR2M3,KH2012:KH.S546.8,many_many
OR2M2,KH2012:KH.S546.8,many_many
OR2M4,KH2012:KH.S546.8,many_many
OR2T12,KH2012:KH.S546.8,many_many
OR2T33,KH2012:KH.S546.8,many_many
OR2T8,KH2012:KH.S546.8,many_many
OR2L2,KH2012:KH.S546.8,many_many
OR2L5,KH2012:KH.S546.8,many_many
OR2L8,KH2012:KH.S546.8,many_many
OR2L3,KH2012:KH.S546.8,many_many
OR2AJ1,KH2012:KH.S546.8,many_many
OR2T1,KH2012:KH.S546.8,many_many
OR2T7,KH2012:KH.S546.8,many_many
OR2T27,KH2012:KH.S546.8,many_many
OR2T2,KH2012:KH.S546.8,many_many
OR2T35,KH2012:KH.S546.8,many_many
OR2T11,KH2012:KH.S546.8,many_many
OR2D2,KH2012:KH.S546.8,many_many
OR2D3,KH2012:KH.S546.8,many_many
OR13C3,KH2012:KH.S546.8,many_many
OR13C4,KH2012:KH.S546.8,many_many
OR13C2,KH2012:KH.S546.8,many_many
OR2K2,KH2012:KH.S546.8,many_many
OR13F1,KH2012:KH.S546.8,many_many
OR13H1,KH2012:KH.S546.8,many_many
OR2J1,KH2012:KH.S546.8,many_many
OR2J2,KH2012:KH.S546.8,many_many
OR2J3,KH2012:KH.S546.8,many_many
OR2G3,KH2012:KH.S546.8,many_many
OR2G2,KH2012:KH.S546.8,many_many
OR2G6,KH2012:KH.S546.8,many_many
OR2Y1,KH2012:KH.S546.8,many_many
OR2W1,KH2012:KH.S546.8,many_many
OR2W3,KH2012:KH.S546.8,many_many
OR2B3,KH2012:KH.S546.8,many_many
OR2B6,KH2012:KH.S546.8,many_many
OR2B2,KH2012:KH.S546.8,many_many
OR2B11,KH2012:KH.S546.8,many_many
OR2F1,KH2012:KH.S546.8,many_many
OR2F2,KH2012:KH.S546.8,many_many
OR10A3,KH2012:KH.S546.8,many_many
OR10A6,KH2012:KH.S546.8,many_many
OR10A7,KH2012:KH.S546.8,many_many
OR5J2,KH2012:KH.S546.8,many_many
OR8H1,KH2012:KH.S546.8,many_many
OR8H3,KH2012:KH.S546.8,many_many
OR8H2,KH2012:KH.S546.8,many_many
OR8I2,KH2012:KH.S546.8,many_many
OR5F1,KH2012:KH.S546.8,many_many
OR9I1,KH2012:KH.S546.8,many_many
OR9Q2,KH2012:KH.S546.8,many_many
OR9Q1,KH2012:KH.S546.8,many_many
OR5B12,KH2012:KH.S546.8,many_many
OR5B3,KH2012:KH.S546.8,many_many
OR5B2,KH2012:KH.S546.8,many_many
OR5B17,KH2012:KH.S546.8,many_many
OR5B21,KH2012:KH.S546.8,many_many
OR5AK2,KH2012:KH.S546.8,many_many
OR5H15,KH2012:KH.S546.8,many_many
OR5H1,KH2012:KH.S546.8,many_many
OR5H14,KH2012:KH.S546.8,many_many
OR5H6,KH2012:KH.S546.8,many_many
OR5H2,KH2012:KH.S546.8,many_many
OR5AC2,KH2012:KH.S546.8,many_many
OR5K3,KH2012:KH.S546.8,many_many
OR5K4,KH2012:KH.S546.8,many_many
OR5K2,KH2012:KH.S546.8,many_many
OR5K1,KH2012:KH.S546.8,many_many
OR5T3,KH2012:KH.S546.8,many_many
OR5T1,KH2012:KH.S546.8,many_many
OR5T2,KH2012:KH.S546.8,many_many
OR5C1,KH2012:KH.S546.8,many_many
OR5W2,KH2012:KH.S546.8,many_many
OR5AR1,KH2012:KH.S546.8,many_many
OR5AS1,KH2012:KH.S546.8,many_many
OR5I1,KH2012:KH.S546.8,many_many
OR9G4,KH2012:KH.S546.8,many_many
OR9G1,KH2012:KH.S546.8,many_many
OR9G9,KH2012:KH.S546.8,many_many
OR9K2,KH2012:KH.S546.8,many_many
OR9H1P,KH2012:KH.S546.8,many_many
OR5P3,KH2012:KH.S546.8,many_many
OR5P2,KH2012:KH.S546.8,many_many
OR8K1,KH2012:KH.S546.8,many_many
OR8K3,KH2012:KH.S546.8,many_many
OR8K5,KH2012:KH.S546.8,many_many
OR8J3,KH2012:KH.S546.8,many_many
OR8J1,KH2012:KH.S546.8,many_many
OR8J2,KH2012:KH.S546.8,many_many
OR8U1,KH2012:KH.S546.8,many_many
OR8U8,KH2012:KH.S546.8,many_many
OR5R1,KH2012:KH.S546.8,many_many
OR5M1,KH2012:KH.S546.8,many_many
OR5M10,KH2012:KH.S546.8,many_many
OR5M11,KH2012:KH.S546.8,many_many
OR5M8,KH2012:KH.S546.8,many_many
OR5M9,KH2012:KH.S546.8,many_many
AP002512.3,KH2012:KH.S546.8,many_many
OR5M3,KH2012:KH.S546.8,many_many
OR8D4,KH2012:KH.S546.8,many_many
OR8A1,KH2012:KH.S546.8,many_many
OR8G1,KH2012:KH.S546.8,many_many
OR8G5,KH2012:KH.S546.8,many_many
OR8B4,KH2012:KH.S546.8,many_many
OR8B2,KH2012:KH.S546.8,many_many
OR8B3,KH2012:KH.S546.8,many_many
OR8B12,KH2012:KH.S546.8,many_many
OR8B8,KH2012:KH.S546.8,many_many
OR8D1,KH2012:KH.S546.8,many_many
OR8D2,KH2012:KH.S546.8,many_many
OR5D14,KH2012:KH.S546.8,many_many
OR5D16,KH2012:KH.S546.8,many_many
OR5D18,KH2012:KH.S546.8,many_many
OR5D13,KH2012:KH.S546.8,many_many
OR5D3P,KH2012:KH.S546.8,many_many
OR5L1,KH2012:KH.S546.8,many_many
OR5L2,KH2012:KH.S546.8,many_many
OR5A1,KH2012:KH.S546.8,many_many
OR5A2,KH2012:KH.S546.8,many_many
OR5AN1,KH2012:KH.S546.8,many_many
OR5V1,KH2012:KH.S546.8,many_many
OR12D2,KH2012:KH.S546.8,many_many
OR12D3,KH2012:KH.S546.8,many_many
OR4M1,KH2012:KH.S546.8,many_many
OR4D9,KH2012:KH.S546.8,many_many
OR4D5,KH2012:KH.S546.8,many_many
OR4C11,KH2012:KH.S546.8,many_many
OR4A15,KH2012:KH.S546.8,many_many
OR4C15,KH2012:KH.S546.8,many_many
OR4B1,KH2012:KH.S546.8,many_many
OR4S2,KH2012:KH.S546.8,many_many
OR4X2,KH2012:KH.S546.8,many_many
OR4E2,KH2012:KH.S546.8,many_many
OR4K2,KH2012:KH.S546.8,many_many
OR4K1,KH2012:KH.S546.8,many_many
OR4K17,KH2012:KH.S546.8,many_many
OR4Q2,KH2012:KH.S546.8,many_many
OR10G4,KH2012:KH.S546.8,many_many
OR10G9,KH2012:KH.S546.8,many_many
OR10G7,KH2012:KH.S546.8,many_many
OR3A2,KH2012:KH.S546.8,many_many
OR3A3,KH2012:KH.S546.8,many_many
OR3A1,KH2012:KH.S546.8,many_many
OR13G1,KH2012:KH.S546.8,many_many
OR1C1,KH2012:KH.S546.8,many_many
OR7G3,KH2012:KH.S546.8,many_many
OR7D2,KH2012:KH.S546.8,many_many
OR7C2,KH2012:KH.S546.8,many_many
OR7C1,KH2012:KH.S546.8,many_many
OR1G1,KH2012:KH.S546.8,many_many
OR1N1,KH2012:KH.S546.8,many_many
OR1N2,KH2012:KH.S546.8,many_many
OR1J4,KH2012:KH.S546.8,many_many
OR1J1,KH2012:KH.S546.8,many_many
OR1J2,KH2012:KH.S546.8,many_many
OR1E2,KH2012:KH.S546.8,many_many
OR1E1,KH2012:KH.S546.8,many_many
OR1S2,KH2012:KH.S546.8,many_many
OR1M1,KH2012:KH.S546.8,many_many
OR1A2,KH2012:KH.S546.8,many_many
OR1A1,KH2012:KH.S546.8,many_many
OR1D2,KH2012:KH.S546.8,many_many
OR1L6,KH2012:KH.S546.8,many_many
OR1L4,KH2012:KH.S546.8,many_many
OR1L1,KH2012:KH.S546.8,many_many
OR1L3,KH2012:KH.S546.8,many_many
OR1L8,KH2012:KH.S546.8,many_many
OR1Q1,KH2012:KH.S546.8,many_many
OR1F1,KH2012:KH.S546.8,many_many
OR11L1,KH2012:KH.S546.8,many_many
OR11H4,KH2012:KH.S546.8,many_many
OR11G2,KH2012:KH.S546.8,many_many
OR6N2,KH2012:KH.S546.8,many_many
OR6Q1,KH2012:KH.S546.8,many_many
OR6B1,KH2012:KH.S546.8,many_many
OR6Y1,KH2012:KH.S546.8,many_many
OR6B3,KH2012:KH.S546.8,many_many
OR6B2,KH2012:KH.S546.8,many_many
OR6F1,KH2012:KH.S546.8,many_many
OR6X1,KH2012:KH.S546.8,many_many
OR6S1,KH2012:KH.S546.8,many_many
OR6M1,KH2012:KH.S546.8,many_many
OR6C4,KH2012:KH.S546.8,many_many
OR6C3,KH2012:KH.S546.8,many_many
OR6C1,KH2012:KH.S546.8,many_many
OR6C75,KH2012:KH.S546.8,many_many
OR6C70,KH2012:KH.S546.8,many_many
OR6C76,KH2012:KH.S546.8,many_many
OR6C2,KH2012:KH.S546.8,many_many
CDC27,KH2012:KH.C2.88,one_one
NLRP1,KH2012:KH.C8.693,many_one
NLRP6,KH2012:KH.C8.693,many_one
NLRP10,KH2012:KH.C8.693,many_one
NLRP12,KH2012:KH.C8.693,many_one
NLRP3,KH2012:KH.C8.693,many_one
NLRP4,KH2012:KH.C8.693,many_one
NLRP9,KH2012:KH.C8.693,many_one
NLRP11,KH2012:KH.C8.693,many_one
NLRP13,KH2012:KH.C8.693,many_one
NLRP5,KH2012:KH.C8.693,many_one
NLRP14,KH2012:KH.C8.693,many_one
NLRP8,KH2012:KH.C8.693,many_one
NLRP2,KH2012:KH.C8.693,many_one
NLRP7,KH2012:KH.C8.693,many_one
ZFR,KH2012:KH.L170.28,one_one
UQCRH,KH2012:KH.C8.116,many_one
UQCRHL,KH2012:KH.C8.116,many_one
PPT2,KH2012:KH.L22.1,many_one
AL845464.1,KH2012:KH.L22.1,many_one
PPT2-EGFL8,KH2012:KH.L22.1,many_one
AL662828.1,KH2012:KH.L22.1,many_one
SLC3A2,KH2012:KH.C2.612,one_one
CCHCR1,KH2012:KH.C12.672,one_one
PARK7,KH2012:KH.L112.14,one_one
EEF1D,KH2012:KH.S1089.1,one_one
NDRG1,KH2012:KH.C11.483,many_one
NDRG2,KH2012:KH.C11.483,many_one
NDRG3,KH2012:KH.C11.483,many_one
NDRG4,KH2012:KH.C11.483,many_one
HINT1,KH2012:KH.L7.30,one_one
MTFMT,KH2012:KH.L137.1,one_many
MTFMT,KH2012:KH.L137.3,one_many
SPSB1,KH2012:KH.L149.21,one_one
IDH3A,KH2012:KH.C5.392,many_many
IDH3B,KH2012:KH.C5.392,one_many
SSR2,KH2012:KH.C8.390,one_many
SSR2,KH2012:KH.C8.650,one_many
SMARCC2,KH2012:KH.L107.1,one_one
RPS15A,KH2012:KH.L10.10,one_one
CCDC58,KH2012:KH.C6.18,one_one
RACK1,KH2012:KH.C1.83,one_one
YBX3,KH2012:KH.C1.264,one_one
C2,KH2012:KH.C13.108,one_many
C2,KH2012:KH.C13.71,one_many
NKIRAS1,KH2012:KH.C4.543,one_one
PSMD9,KH2012:KH.L7.17,one_one
TPT1,KH2012:KH.C7.190,one_one
THOC6,KH2012:KH.C1.437,one_one
METTL24,KH2012:KH.L63.26,one_many
METTL24,KH2012:KH.C11.110,one_many
METTL24,KH2012:KH.L164.4,one_many
METTL24,KH2012:KH.C11.408,one_many
METTL24,KH2012:KH.C6.15,one_many
METTL24,KH2012:KH.S837.1,one_many
METTL24,KH2012:KH.L30.4,one_many
METTL24,KH2012:KH.C14.183,one_many
METTL24,KH2012:KH.C11.352,one_many
METTL24,KH2012:KH.L149.2,one_many
NOP16,KH2012:KH.L170.19,one_many
HNRNPC,KH2012:KH.C10.23,many_one
HNRNPCL2,KH2012:KH.C10.23,many_one
HNRNPCL1,KH2012:KH.C10.23,many_one
HNRNPCL4,KH2012:KH.C10.23,many_one
HNRNPCL3,KH2012:KH.C10.23,many_one
RALYL,KH2012:KH.C10.23,many_one
RALY,KH2012:KH.C10.23,many_one
SPCS2,KH2012:KH.L18.77,one_one
ZNRD1,KH2012:KH.C2.746,one_one
SNRPB,KH2012:KH.L172.26,many_one
SNRPN,KH2012:KH.L172.26,many_one
SFT2D3,KH2012:KH.S1391.2,one_one
MRPL55,KH2012:KH.C8.32,one_one
SLC9A3R2,KH2012:KH.S1337.3,many_one
SLC9A3R1,KH2012:KH.S1337.3,many_one
XBP1,KH2012:KH.C4.516,one_one
RPS10,KH2012:KH.L170.19,many_many
RPS10-NUDT3,KH2012:KH.L170.19,many_many
RPS26,KH2012:KH.C2.257,one_one
MUC4,KH2012:KH.S2177.1,one_many
MUC4,KH2012:KH.C5.99,one_many
MUC4,KH2012:KH.L62.1,one_many
SENP1,KH2012:KH.L41.79,one_many
SENP1,KH2012:KH.L41.39,one_many
FTMT,KH2012:KH.C2.36,many_one
FTH1,KH2012:KH.C2.36,many_one
ATAT1,KH2012:KH.C9.126,one_one
DCK,KH2012:KH.C14.492,one_one
TSEN34,KH2012:KH.C3.459,one_one
EEF1G,KH2012:KH.L38.10,one_one
ZMPSTE24,KH2012:KH.C6.99,one_one
MDC1,KH2012:KH.C11.571,one_one
ACTR2,KH2012:KH.C11.22,one_one
CREM,KH2012:KH.C1.26,one_one
RPSA,KH2012:KH.C11.148,one_one
P2RX7,KH2012:KH.S1906.1,many_one
P2RX4,KH2012:KH.S1906.1,many_one
P2RX5,KH2012:KH.S1906.1,many_one
P2RX5-TAX1BP3,KH2012:KH.S1906.1,many_one
P2RX6,KH2012:KH.S1906.1,many_one
P2RX2,KH2012:KH.S1906.1,many_one
P2RX3,KH2012:KH.S1906.1,many_one
P2RX1,KH2012:KH.S1906.1,many_one
MBOAT7,KH2012:KH.L112.7,one_one
TIMM10B,KH2012:KH.L112.28,many_one
AC084337.2,KH2012:KH.L112.28,many_one
HMOX2,KH2012:KH.C2.971,many_one
HMOX1,KH2012:KH.C2.971,many_one
PAK1IP1,KH2012:KH.C9.220,one_one
NDUFA6,KH2012:KH.S882.2,one_many
MYB,KH2012:KH.L144.3,one_one
NASP,KH2012:KH.C5.63,one_one
CBX2,KH2012:KH.S882.2,many_many
CBX7,KH2012:KH.S882.2,many_many
CBX4,KH2012:KH.S882.2,many_many
CBX2,KH2012:KH.S882.1,many_many
CBX7,KH2012:KH.S882.1,many_many
CBX4,KH2012:KH.S882.1,many_many
C17orf49,KH2012:KH.C8.118,many_one
RNASEK-C17orf49,KH2012:KH.C8.118,many_one
PPIA,KH2012:KH.C9.410,one_one
GORASP2,KH2012:KH.S595.14,one_one
RPS12,KH2012:KH.C7.264,one_one
NCOA7,KH2012:KH.C2.348,many_one
OXR1,KH2012:KH.C2.348,many_one
CTNND1,KH2012:KH.C12.51,one_one
CMPK1,KH2012:KH.C5.42,one_one
RPP21,KH2012:KH.C1.243,one_one
FAM98A,KH2012:KH.C5.545,one_one
RPLP1,KH2012:KH.C2.216,one_one
SLC7A6OS,KH2012:KH.C8.353,one_one
P4HB,KH2012:KH.S404.1,one_one
CENPL,KH2012:KH.L126.5,one_one
RPS6,KH2012:KH.L40.23,one_one
NELFE,KH2012:KH.L143.8,one_one
DNAJC1,KH2012:KH.L112.3,one_one
FAU,KH2012:KH.C10.10,one_one
RPL17,KH2012:KH.C2.141,one_one
CFB,KH2012:KH.C13.26,many_one
AL645922.1,KH2012:KH.C13.26,many_one
C2,KH2012:KH.C13.26,many_one
PDIA3,KH2012:KH.L13.27,one_one
SELENON,KH2012:KH.C2.53,one_one
HPF1,KH2012:KH.C14.73,one_one
TMEM230,KH2012:KH.C2.304,one_many
OPRL1,KH2012:KH.C5.117,many_one
OPRK1,KH2012:KH.C5.117,many_one
OPRD1,KH2012:KH.C5.117,many_one
OPRM1,KH2012:KH.C5.117,many_one
ATP5PF,KH2012:KH.C9.30,one_one
NDUFB9,KH2012:KH.C8.317,one_one
CHCHD1,KH2012:KH.C2.175,one_many
CHCHD1,KH2012:KH.C2.712,one_many
HDDC2,KH2012:KH.L130.5,one_one
TAF10,KH2012:KH.L7.1,one_one
RPS20,KH2012:KH.C8.308,one_one
RBFOX1,KH2012:KH.C10.250,many_one
RBFOX2,KH2012:KH.C10.250,many_one
AC021097.2,KH2012:KH.C1.403,many_one
HIST1H2BE,KH2012:KH.C1.403,many_one
HIST1H2BC,KH2012:KH.C1.403,many_one
HIST1H2BF,KH2012:KH.C1.403,many_one
HIST1H2BI,KH2012:KH.C1.403,many_one
HIST1H2BG,KH2012:KH.C1.403,many_one
HIST2H2BF,KH2012:KH.C1.403,many_one
HIST1H2BO,KH2012:KH.C1.403,many_one
HIST1H2BH,KH2012:KH.C1.403,many_one
HIST1H2BJ,KH2012:KH.C1.403,many_one
HIST1H2BK,KH2012:KH.C1.403,many_one
H2BFS,KH2012:KH.C1.403,many_one
HIST2H2BE,KH2012:KH.C1.403,many_one
HIST1H2BN,KH2012:KH.C1.403,many_one
HIST3H2BB,KH2012:KH.C1.403,many_one
HIST1H2BB,KH2012:KH.C1.403,many_one
HIST1H2BD,KH2012:KH.C1.403,many_one
HIST1H2BM,KH2012:KH.C1.403,many_one
HIST1H2BL,KH2012:KH.C1.403,many_one
HIST1H2BA,KH2012:KH.C1.403,many_one
AP000311.1,KH2012:KH.C6.140,many_one
ATP5PO,KH2012:KH.C6.140,many_one
THOC7,KH2012:KH.L4.10,one_one
GTF2A1,KH2012:KH.L60.1,one_one
RNASEH2B,KH2012:KH.L71.12,one_many
RNASEH2B,KH2012:KH.S3319.1,one_many
MTX3,KH2012:KH.C1.1155,many_one
MTX1,KH2012:KH.C1.1155,many_one
F10,KH2012:KH.C10.8,one_one
TBCE,KH2012:KH.C4.345,one_one
PSMC6,KH2012:KH.C3.199,one_one
FAM107B,KH2012:KH.C8.807,many_one
FAM107A,KH2012:KH.C8.807,many_one
NDUFA9,KH2012:KH.S406.7,one_one
FAM8A1,KH2012:KH.C2.621,one_one
C6orf136,KH2012:KH.C13.168,one_one
BCKDHB,KH2012:KH.C12.153,one_many
BRCA1,KH2012:KH.C9.737,many_one
BRCA1,KH2012:KH.C9.487,many_one
KLHDC8A,KH2012:KH.C10.455,one_one
EHMT2,KH2012:KH.C9.305,one_one
TOMM22,KH2012:KH.C11.65,one_one
