Human_id,Species_id,Type
OR51V1,dd_Smed_v6_13372_0,many_many
OR51B2,dd_Smed_v6_13372_0,many_many
OR51B4,dd_Smed_v6_13372_0,many_many
OR51B6,dd_Smed_v6_13372_0,many_many
OR51B5,dd_Smed_v6_13372_0,many_many
OR51G1,dd_Smed_v6_13372_0,many_many
OR51I1,dd_Smed_v6_13372_0,many_many
OR51I2,dd_Smed_v6_13372_0,many_many
OR51F1,dd_Smed_v6_13372_0,many_many
OR51F2,dd_Smed_v6_13372_0,many_many
OR51T1,dd_Smed_v6_13372_0,many_many
OR51D1,dd_Smed_v6_13372_0,many_many
OR51E1,dd_Smed_v6_13372_0,many_many
OR51E2,dd_Smed_v6_13372_0,many_many
OR52K1,dd_Smed_v6_13372_0,many_many
OR52K2,dd_Smed_v6_13372_0,many_many
OR52M1,dd_Smed_v6_13372_0,many_many
OR56B1,dd_Smed_v6_13372_0,many_many
OR56B4,dd_Smed_v6_13372_0,many_many
OR52I1,dd_Smed_v6_13372_0,many_many
OR52N4,dd_Smed_v6_13372_0,many_many
OR52N2,dd_Smed_v6_13372_0,many_many
OR52N1,dd_Smed_v6_13372_0,many_many
OR52N5,dd_Smed_v6_13372_0,many_many
OR52A5,dd_Smed_v6_13372_0,many_many
OR52A1,dd_Smed_v6_13372_0,many_many
OR52L1,dd_Smed_v6_13372_0,many_many
OR52R1,dd_Smed_v6_13372_0,many_many
GPANK1,dd_Smed_v6_6758_0,one_one
SPA17,dd_Smed_v6_4783_0,one_one
DDR1,dd_Smed_v6_12174_0,one_one
CLIC3,dd_Smed_v6_3208_0,many_many
CLIC4,dd_Smed_v6_3208_0,many_many
CLIC5,dd_Smed_v6_3208_0,many_many
CLIC6,dd_Smed_v6_3208_0,many_many
CLIC2,dd_Smed_v6_3208_0,many_many
CLIC1,dd_Smed_v6_3208_0,many_many
CLIC3,dd_Smed_v6_2382_0,many_many
CLIC4,dd_Smed_v6_2382_0,many_many
CLIC5,dd_Smed_v6_2382_0,many_many
CLIC6,dd_Smed_v6_2382_0,many_many
CLIC2,dd_Smed_v6_2382_0,many_many
CLIC1,dd_Smed_v6_2382_0,many_many
PPP1R11,dd_Smed_v6_6328_0,one_one
MDC1,dd_Smed_v6_4697_0,one_one
TP53,dd_Smed_v6_5563_0,many_one
TP63,dd_Smed_v6_5563_0,many_one
TP73,dd_Smed_v6_5563_0,many_one
NFIA,dd_Smed_v6_9508_0,many_one
NFIX,dd_Smed_v6_9508_0,many_one
NFIB,dd_Smed_v6_9508_0,many_one
NFIC,dd_Smed_v6_9508_0,many_one
AGPAT1,dd_Smed_v6_15598_0,one_one
TNNT2,dd_Smed_v6_375_0,many_one
TNNT3,dd_Smed_v6_375_0,many_one
TNNT1,dd_Smed_v6_375_0,many_one
ATAT1,dd_Smed_v6_4913_0,one_one
CTNNB1,dd_Smed_v6_2688_0,one_one
TBCE,dd_Smed_v6_10235_0,one_one
FGFR4,dd_Smed_v6_9985_0,many_one
FGFR2,dd_Smed_v6_9985_0,many_one
FGFR1,dd_Smed_v6_9985_0,many_one
FGFR3,dd_Smed_v6_9985_0,many_one
IKZF1,dd_Smed_v6_11893_0,many_one
IKZF3,dd_Smed_v6_11893_0,many_one
IKZF2,dd_Smed_v6_11893_0,many_one
IKZF4,dd_Smed_v6_11893_0,many_one
GPM6A,dd_Smed_v6_5426_1,many_many
GPM6B,dd_Smed_v6_5426_1,many_many
PLP1,dd_Smed_v6_5426_1,many_many
GPM6A,dd_Smed_v6_3232_0,many_many
GPM6B,dd_Smed_v6_3232_0,many_many
PLP1,dd_Smed_v6_3232_0,many_many
GPM6A,dd_Smed_v6_7799_1,many_many
GPM6B,dd_Smed_v6_7799_1,many_many
PLP1,dd_Smed_v6_7799_1,many_many
HNRNPF,dd_Smed_v6_1957_0,many_one
HNRNPH1,dd_Smed_v6_1957_0,many_one
HNRNPH2,dd_Smed_v6_1957_0,many_one
GOSR2,dd_Smed_v6_7430_0,many_one
AC005670.2,dd_Smed_v6_7430_0,many_one
MAPT,dd_Smed_v6_33588_0,one_many
MAPT,dd_Smed_v6_32444_0,one_many
PCDHA4,dd_Smed_v6_26969_0,many_one
PCDHA7,dd_Smed_v6_26969_0,many_one
PCDHA9,dd_Smed_v6_26969_0,many_one
PCDHA3,dd_Smed_v6_26969_0,many_one
PCDHA5,dd_Smed_v6_26969_0,many_one
PCDHA13,dd_Smed_v6_26969_0,many_one
PCDHA11,dd_Smed_v6_26969_0,many_one
PCDHA10,dd_Smed_v6_26969_0,many_one
PCDHA12,dd_Smed_v6_26969_0,many_one
PCDHA8,dd_Smed_v6_26969_0,many_one
PCDHA6,dd_Smed_v6_26969_0,many_one
PCDHA2,dd_Smed_v6_26969_0,many_one
PCDHA1,dd_Smed_v6_26969_0,many_one
ARVCF,dd_Smed_v6_6256_0,many_one
CTNND1,dd_Smed_v6_6256_0,many_one
CBFA2T2,dd_Smed_v6_11134_0,many_one
RUNX1T1,dd_Smed_v6_11134_0,many_one
CBFA2T3,dd_Smed_v6_11134_0,many_one
ADGRL3,dd_Smed_v6_7454_0,many_many
ADGRL1,dd_Smed_v6_7454_0,many_many
ADGRL2,dd_Smed_v6_7454_0,many_many
ADGRL3,dd_Smed_v6_60223_0,many_many
ADGRL1,dd_Smed_v6_60223_0,many_many
ADGRL2,dd_Smed_v6_60223_0,many_many
RANBP2,dd_Smed_v6_8646_0,many_one
RGPD5,dd_Smed_v6_8646_0,many_one
RGPD6,dd_Smed_v6_8646_0,many_one
RGPD8,dd_Smed_v6_8646_0,many_one
RGPD4,dd_Smed_v6_8646_0,many_one
RGPD3,dd_Smed_v6_8646_0,many_one
RGPD2,dd_Smed_v6_8646_0,many_one
RGPD1,dd_Smed_v6_8646_0,many_one
ERC2,dd_Smed_v6_12278_0,many_one
ERC1,dd_Smed_v6_12278_0,many_one
WDR89,dd_Smed_v6_13963_0,one_one
RTL1,dd_Smed_v6_27081_0,one_many
RTL1,dd_Smed_v6_18850_0,one_many
RTL1,dd_Smed_v6_13849_0,one_many
RTL1,dd_Smed_v6_15498_0,one_many
RTL1,dd_Smed_v6_24988_0,one_many
RTL1,dd_Smed_v6_24304_0,one_many
RTL1,dd_Smed_v6_16336_0,one_many
RTL1,dd_Smed_v6_1760_1,one_many
RTL1,dd_Smed_v6_14472_0,one_many
RTL1,dd_Smed_v6_68927_0,one_many
RTL1,dd_Smed_v6_20599_0,one_many
RTL1,dd_Smed_v6_1574_6,one_many
AP000781.2,dd_Smed_v6_52320_0,many_many
PRG2,dd_Smed_v6_52320_0,many_many
SLC43A3,dd_Smed_v6_52320_0,many_many
AP000781.2,dd_Smed_v6_17677_0,many_many
PRG2,dd_Smed_v6_17677_0,many_many
SLC43A3,dd_Smed_v6_17677_0,many_many
AP000781.2,dd_Smed_v6_14253_0,many_many
PRG2,dd_Smed_v6_14253_0,many_many
SLC43A3,dd_Smed_v6_14253_0,many_many
AP000781.2,dd_Smed_v6_28076_0,many_many
PRG2,dd_Smed_v6_28076_0,many_many
SLC43A3,dd_Smed_v6_28076_0,many_many
AP000781.2,dd_Smed_v6_9711_0,many_many
PRG2,dd_Smed_v6_9711_0,many_many
SLC43A3,dd_Smed_v6_9711_0,many_many
CREM,dd_Smed_v6_4685_0,one_one
STAU2,dd_Smed_v6_11457_0,many_one
STAU1,dd_Smed_v6_11457_0,many_one
RAD17,dd_Smed_v6_20423_0,one_one
HSPB2-C11orf52,dd_Smed_v6_15128_0,many_one
HSPB2,dd_Smed_v6_15128_0,many_one
HSPB1,dd_Smed_v6_15128_0,many_one
HSPB6,dd_Smed_v6_15128_0,many_one
CRYAA2,dd_Smed_v6_15128_0,many_one
CRYAA,dd_Smed_v6_15128_0,many_one
CRYAB,dd_Smed_v6_15128_0,many_one
ABR,dd_Smed_v6_4507_0,many_one
BCR,dd_Smed_v6_4507_0,many_one
PCDHB9,dd_Smed_v6_17019_0,many_many
PCDHB16,dd_Smed_v6_17019_0,many_many
PCDHB11,dd_Smed_v6_17019_0,many_many
PCDHB12,dd_Smed_v6_17019_0,many_many
PCDHB5,dd_Smed_v6_17019_0,many_many
PCDHB14,dd_Smed_v6_17019_0,many_many
PCDHB10,dd_Smed_v6_17019_0,many_many
PCDHB7,dd_Smed_v6_17019_0,many_many
PCDHB6,dd_Smed_v6_17019_0,many_many
PCDHB4,dd_Smed_v6_17019_0,many_many
PCDHB15,dd_Smed_v6_17019_0,many_many
PCDHB2,dd_Smed_v6_17019_0,many_many
PCDHB3,dd_Smed_v6_17019_0,many_many
PCDHB13,dd_Smed_v6_17019_0,many_many
PCDHB8,dd_Smed_v6_17019_0,many_many
PCDHB9,dd_Smed_v6_46382_0,many_many
PCDHB16,dd_Smed_v6_46382_0,many_many
PCDHB11,dd_Smed_v6_46382_0,many_many
PCDHB12,dd_Smed_v6_46382_0,many_many
PCDHB5,dd_Smed_v6_46382_0,many_many
PCDHB14,dd_Smed_v6_46382_0,many_many
PCDHB10,dd_Smed_v6_46382_0,many_many
PCDHB7,dd_Smed_v6_46382_0,many_many
PCDHB6,dd_Smed_v6_46382_0,many_many
PCDHB4,dd_Smed_v6_46382_0,many_many
PCDHB15,dd_Smed_v6_46382_0,many_many
PCDHB2,dd_Smed_v6_46382_0,many_many
PCDHB3,dd_Smed_v6_46382_0,many_many
PCDHB13,dd_Smed_v6_46382_0,many_many
PCDHB8,dd_Smed_v6_46382_0,many_many
PCDHB9,dd_Smed_v6_14778_0,many_many
PCDHB16,dd_Smed_v6_14778_0,many_many
PCDHB11,dd_Smed_v6_14778_0,many_many
PCDHB12,dd_Smed_v6_14778_0,many_many
PCDHB5,dd_Smed_v6_14778_0,many_many
PCDHB14,dd_Smed_v6_14778_0,many_many
PCDHB10,dd_Smed_v6_14778_0,many_many
PCDHB7,dd_Smed_v6_14778_0,many_many
PCDHB6,dd_Smed_v6_14778_0,many_many
PCDHB4,dd_Smed_v6_14778_0,many_many
PCDHB15,dd_Smed_v6_14778_0,many_many
PCDHB2,dd_Smed_v6_14778_0,many_many
PCDHB3,dd_Smed_v6_14778_0,many_many
PCDHB13,dd_Smed_v6_14778_0,many_many
PCDHB8,dd_Smed_v6_14778_0,many_many
HIST2H4A,dd_Smed_v6_6148_0,many_one
HIST4H4,dd_Smed_v6_6148_0,many_one
HIST1H4A,dd_Smed_v6_6148_0,many_one
HIST1H4H,dd_Smed_v6_6148_0,many_one
HIST1H4J,dd_Smed_v6_6148_0,many_one
HIST1H4D,dd_Smed_v6_6148_0,many_one
HIST1H4F,dd_Smed_v6_6148_0,many_one
HIST1H4C,dd_Smed_v6_6148_0,many_one
HIST2H4B,dd_Smed_v6_6148_0,many_one
HIST1H4L,dd_Smed_v6_6148_0,many_one
HIST1H4B,dd_Smed_v6_5700_0,one_one
HIST2H4B,dd_Smed_v6_506_0,many_one
RBFOX2,dd_Smed_v6_9461_0,one_one
MORF4L1,dd_Smed_v6_5890_0,many_one
AC007537.5,dd_Smed_v6_5890_0,many_one
MORF4L2,dd_Smed_v6_5890_0,many_one
BRAP,dd_Smed_v6_4083_0,one_one
PFDN6,dd_Smed_v6_1030_0,one_one
CCDC88C,dd_Smed_v6_5291_0,many_one
CCDC88A,dd_Smed_v6_5291_0,many_one
SMARCE1,dd_Smed_v6_5085_0,one_one
NXF1,dd_Smed_v6_12265_0,many_one
NXF1,dd_Smed_v6_6082_0,many_many
NXF5,dd_Smed_v6_6082_0,many_many
NXF2B,dd_Smed_v6_6082_0,many_many
NXF2,dd_Smed_v6_6082_0,many_many
NXF3,dd_Smed_v6_6082_0,many_many
NXF1,dd_Smed_v6_56607_0,many_many
NXF5,dd_Smed_v6_56607_0,many_many
NXF2B,dd_Smed_v6_56607_0,many_many
NXF2,dd_Smed_v6_56607_0,many_many
NXF3,dd_Smed_v6_56607_0,many_many
RNASEH2B,dd_Smed_v6_20152_0,one_one
TCF20,dd_Smed_v6_14031_0,one_one
BRDT,dd_Smed_v6_8457_0,many_many
BRD2,dd_Smed_v6_8457_0,many_many
BRD4,dd_Smed_v6_8457_0,many_many
BRDT,dd_Smed_v6_6542_0,many_many
BRD2,dd_Smed_v6_6542_0,many_many
BRD4,dd_Smed_v6_6542_0,many_many
NFKBIL1,dd_Smed_v6_9922_0,one_one
CKMT1B,dd_Smed_v6_54388_0,many_one
CKMT1A,dd_Smed_v6_54388_0,many_one
CKMT2,dd_Smed_v6_54388_0,many_one
CKB,dd_Smed_v6_54388_0,many_one
MRPL55,dd_Smed_v6_4982_0,one_one
ATXN2L,dd_Smed_v6_2726_0,many_one
ATXN2,dd_Smed_v6_2726_0,many_one
EPHB1,dd_Smed_v6_39545_0,many_one
EPHB2,dd_Smed_v6_39545_0,many_one
EPHA10,dd_Smed_v6_39545_0,many_one
EPHA7,dd_Smed_v6_39545_0,many_one
EPHA4,dd_Smed_v6_39545_0,many_one
EPHA6,dd_Smed_v6_39545_0,many_one
EPHA8,dd_Smed_v6_39545_0,many_one
EPHA3,dd_Smed_v6_39545_0,many_one
EPHA5,dd_Smed_v6_39545_0,many_one
PPP6R3,dd_Smed_v6_2215_0,many_one
PPP6R3,dd_Smed_v6_2815_0,many_one
PPP6R1,dd_Smed_v6_2815_0,many_one
PPP6R2,dd_Smed_v6_2815_0,many_one
GRB7,dd_Smed_v6_3216_0,many_one
GRB14,dd_Smed_v6_3216_0,many_one
GRB10,dd_Smed_v6_3216_0,many_one
CRHR2,dd_Smed_v6_12337_0,many_one
CRHR1,dd_Smed_v6_12337_0,many_one
LINC02210-CRHR1,dd_Smed_v6_12337_0,many_one
MBNL2,dd_Smed_v6_17985_0,many_one
MBNL3,dd_Smed_v6_17985_0,many_one
MBNL1,dd_Smed_v6_17985_0,many_one
G3BP2,dd_Smed_v6_316_0,many_one
G3BP1,dd_Smed_v6_316_0,many_one
CFL2,dd_Smed_v6_260_0,many_many
CFL1,dd_Smed_v6_260_0,many_many
DSTN,dd_Smed_v6_260_0,many_many
CFL2,dd_Smed_v6_10403_0,many_many
CFL1,dd_Smed_v6_10403_0,many_many
DSTN,dd_Smed_v6_10403_0,many_many
CFL2,dd_Smed_v6_112_0,many_many
CFL1,dd_Smed_v6_112_0,many_many
DSTN,dd_Smed_v6_112_0,many_many
ARPP19,dd_Smed_v6_4126_0,many_one
ENSA,dd_Smed_v6_4126_0,many_one
OPCML,dd_Smed_v6_16020_0,many_many
NTM,dd_Smed_v6_16020_0,many_many
LSAMP,dd_Smed_v6_16020_0,many_many
IGLON5,dd_Smed_v6_16020_0,many_many
NEGR1,dd_Smed_v6_16020_0,many_many
OPCML,dd_Smed_v6_2826_0,many_many
NTM,dd_Smed_v6_2826_0,many_many
LSAMP,dd_Smed_v6_2826_0,many_many
IGLON5,dd_Smed_v6_2826_0,many_many
NEGR1,dd_Smed_v6_2826_0,many_many
CSNK2B,dd_Smed_v6_1428_0,one_one
NAALAD2,dd_Smed_v6_5864_0,many_one
FOLH1,dd_Smed_v6_5864_0,many_one
EIF4G3,dd_Smed_v6_10618_0,many_one
EIF4G1,dd_Smed_v6_10618_0,many_one
KCNMB4,dd_Smed_v6_14020_0,many_many
KCNMB1,dd_Smed_v6_14020_0,many_many
KCNMB3,dd_Smed_v6_14020_0,many_many
KCNMB2,dd_Smed_v6_14020_0,many_many
AC117457.1,dd_Smed_v6_14020_0,many_many
KCNMB4,dd_Smed_v6_12880_0,many_many
KCNMB1,dd_Smed_v6_12880_0,many_many
KCNMB3,dd_Smed_v6_12880_0,many_many
KCNMB2,dd_Smed_v6_12880_0,many_many
AC117457.1,dd_Smed_v6_12880_0,many_many
KCNMB4,dd_Smed_v6_15762_0,many_many
KCNMB1,dd_Smed_v6_15762_0,many_many
KCNMB3,dd_Smed_v6_15762_0,many_many
KCNMB2,dd_Smed_v6_15762_0,many_many
AC117457.1,dd_Smed_v6_15762_0,many_many
KCNMB4,dd_Smed_v6_15809_0,many_many
KCNMB1,dd_Smed_v6_15809_0,many_many
KCNMB3,dd_Smed_v6_15809_0,many_many
KCNMB2,dd_Smed_v6_15809_0,many_many
AC117457.1,dd_Smed_v6_15809_0,many_many
KCNMB4,dd_Smed_v6_30031_0,many_many
KCNMB1,dd_Smed_v6_30031_0,many_many
KCNMB3,dd_Smed_v6_30031_0,many_many
KCNMB2,dd_Smed_v6_30031_0,many_many
AC117457.1,dd_Smed_v6_30031_0,many_many
MFSD8,dd_Smed_v6_10724_0,one_one
CNKSR3,dd_Smed_v6_4457_0,many_one
CNKSR2,dd_Smed_v6_4457_0,many_one
DXO,dd_Smed_v6_10232_0,one_one
CACNA2D4,dd_Smed_v6_10409_0,many_one
RNF112,dd_Smed_v6_24098_0,many_many
TRIM17,dd_Smed_v6_24098_0,many_many
TRIM39,dd_Smed_v6_24098_0,many_many
RNF112,dd_Smed_v6_18055_0,many_many
TRIM17,dd_Smed_v6_18055_0,many_many
TRIM39,dd_Smed_v6_18055_0,many_many
RNF112,dd_Smed_v6_13757_0,many_many
TRIM17,dd_Smed_v6_13757_0,many_many
TRIM39,dd_Smed_v6_13757_0,many_many
SS18,dd_Smed_v6_2657_0,many_one
SS18L1,dd_Smed_v6_2657_0,many_one
SS18L2,dd_Smed_v6_2657_0,many_one
BIRC2,dd_Smed_v6_2104_0,many_many
BIRC3,dd_Smed_v6_2104_0,many_many
BIRC2,dd_Smed_v6_4082_0,many_many
BIRC3,dd_Smed_v6_4082_0,many_many
BIRC2,dd_Smed_v6_10803_0,many_many
BIRC3,dd_Smed_v6_10803_0,many_many
BIRC2,dd_Smed_v6_8447_0,many_many
BIRC3,dd_Smed_v6_8447_0,many_many
BIRC2,dd_Smed_v6_1187_0,many_many
BIRC3,dd_Smed_v6_1187_0,many_many
BIRC2,dd_Smed_v6_9146_0,many_many
BIRC3,dd_Smed_v6_9146_0,many_many
BIRC2,dd_Smed_v6_18434_0,many_many
BIRC3,dd_Smed_v6_18434_0,many_many
FXR1,dd_Smed_v6_2105_0,many_many
FMR1,dd_Smed_v6_2105_0,many_many
FXR1,dd_Smed_v6_52394_0,many_many
FMR1,dd_Smed_v6_52394_0,many_many
APLP2,dd_Smed_v6_2561_0,many_one
APLP1,dd_Smed_v6_2561_0,many_one
APP,dd_Smed_v6_2561_0,many_one
ZMYND8,dd_Smed_v6_8799_0,one_one
SLC6A1,dd_Smed_v6_8169_0,one_one
SRCIN1,dd_Smed_v6_13687_0,many_one
KIAA1217,dd_Smed_v6_13687_0,many_one
MRPS5,dd_Smed_v6_1692_0,one_one
DST,dd_Smed_v6_1205_0,many_one
MACF1,dd_Smed_v6_1205_0,many_one
DDX39B,dd_Smed_v6_724_0,one_one
MADD,dd_Smed_v6_8355_0,one_one
HDAC7,dd_Smed_v6_11858_0,many_one
MED17,dd_Smed_v6_9246_0,many_one
AP001273.2,dd_Smed_v6_9246_0,many_one
NDUFA10,dd_Smed_v6_5279_0,one_one
CNTN4,dd_Smed_v6_19912_0,many_many
CNTN6,dd_Smed_v6_19912_0,many_many
CNTN3,dd_Smed_v6_19912_0,many_many
CNTN5,dd_Smed_v6_19912_0,many_many
CNTN4,dd_Smed_v6_2673_0,many_many
CNTN6,dd_Smed_v6_2673_0,many_many
CNTN3,dd_Smed_v6_2673_0,many_many
CNTN5,dd_Smed_v6_2673_0,many_many
NRXN3,dd_Smed_v6_13697_0,many_one
NRXN1,dd_Smed_v6_13697_0,many_one
NRXN2,dd_Smed_v6_13697_0,many_one
PRSS1,dd_Smed_v6_74605_0,many_one
PRSS3,dd_Smed_v6_74605_0,many_one
PRSS2,dd_Smed_v6_74605_0,many_one
SLC43A2,dd_Smed_v6_67593_0,many_many
SLC43A1,dd_Smed_v6_67593_0,many_many
SLC43A2,dd_Smed_v6_10840_0,many_many
SLC43A1,dd_Smed_v6_10840_0,many_many
LGI4,dd_Smed_v6_19079_0,many_one
LGI3,dd_Smed_v6_19079_0,many_one
LGI2,dd_Smed_v6_19079_0,many_one
LGI1,dd_Smed_v6_19079_0,many_one
GPR137B,dd_Smed_v6_4741_0,many_one
GPR137C,dd_Smed_v6_4741_0,many_one
GPR137,dd_Smed_v6_4741_0,many_one
RPS9,dd_Smed_v6_92_0,many_one
AC012314.22,dd_Smed_v6_92_0,many_one
AC012314.7,dd_Smed_v6_92_0,many_one
AC012314.3,dd_Smed_v6_92_0,many_one
AC012314.24,dd_Smed_v6_92_0,many_one
AC012314.30,dd_Smed_v6_92_0,many_one
AC012314.13,dd_Smed_v6_92_0,many_one
KCNH1,dd_Smed_v6_26503_0,many_one
NMRAL1,dd_Smed_v6_8623_0,one_one
BCL11A,dd_Smed_v6_16598_0,one_one
PDXDC1,dd_Smed_v6_8663_0,one_one
PARD3B,dd_Smed_v6_11296_0,many_one
PARD3,dd_Smed_v6_11296_0,many_one
SYTL2,dd_Smed_v6_21069_0,one_many
SYTL2,dd_Smed_v6_4335_0,one_many
GRAMD1A,dd_Smed_v6_8544_1,many_many
GRAMD1B,dd_Smed_v6_8544_1,many_many
GRAMD1A,dd_Smed_v6_9355_0,many_many
GRAMD1B,dd_Smed_v6_9355_0,many_many
STRA6,dd_Smed_v6_85871_0,one_many
STRA6,dd_Smed_v6_8135_1,one_many
STRA6,dd_Smed_v6_10051_0,one_many
STRA6,dd_Smed_v6_28730_0,one_many
PRRC2B,dd_Smed_v6_4611_0,many_one
PRRC2A,dd_Smed_v6_4611_0,many_one
FAM92B,dd_Smed_v6_5894_0,many_one
FAM92A,dd_Smed_v6_5894_0,many_one
ERMARD,dd_Smed_v6_19592_0,one_one
MSH5,dd_Smed_v6_30393_0,many_one
MSH5-SAPCD1,dd_Smed_v6_30393_0,many_one
GIN1,dd_Smed_v6_14472_0,one_many
GIN1,dd_Smed_v6_12711_0,one_many
GIN1,dd_Smed_v6_11154_0,one_many
GIN1,dd_Smed_v6_15498_0,one_many
GIN1,dd_Smed_v6_34928_0,one_many
GIN1,dd_Smed_v6_16967_0,one_many
GIN1,dd_Smed_v6_28750_0,one_many
GIN1,dd_Smed_v6_20599_0,one_many
CDK2,dd_Smed_v6_99046_0,many_one
CDK7,dd_Smed_v6_99046_0,many_one
MRNIP,dd_Smed_v6_7544_0,one_one
PRR5,dd_Smed_v6_12983_0,many_one
PRR5-ARHGAP8,dd_Smed_v6_12983_0,many_one
PRR5L,dd_Smed_v6_12983_0,many_one
PIK3R1,dd_Smed_v6_4794_0,many_one
PIK3R2,dd_Smed_v6_4794_0,many_one
AC007192.1,dd_Smed_v6_4794_0,many_one
PIK3R3,dd_Smed_v6_4794_0,many_one
AL358075.4,dd_Smed_v6_4794_0,many_one
USF1,dd_Smed_v6_7938_0,many_many
USF2,dd_Smed_v6_7938_0,many_many
USF1,dd_Smed_v6_7316_0,many_many
USF2,dd_Smed_v6_7316_0,many_many
TAF9,dd_Smed_v6_7814_0,many_one
TAF9B,dd_Smed_v6_7814_0,many_one
MXD3,dd_Smed_v6_4048_0,many_many
MXI1,dd_Smed_v6_4048_0,many_many
MXD4,dd_Smed_v6_4048_0,many_many
MXD1,dd_Smed_v6_4048_0,many_many
MXD3,dd_Smed_v6_4415_0,many_many
MXI1,dd_Smed_v6_4415_0,many_many
MXD4,dd_Smed_v6_4415_0,many_many
MXD1,dd_Smed_v6_4415_0,many_many
SLC36A1,dd_Smed_v6_5382_0,many_many
SLC36A3,dd_Smed_v6_5382_0,many_many
SLC36A2,dd_Smed_v6_5382_0,many_many
SLC36A1,dd_Smed_v6_2596_0,many_many
SLC36A3,dd_Smed_v6_2596_0,many_many
SLC36A2,dd_Smed_v6_2596_0,many_many
SLC36A1,dd_Smed_v6_8683_0,many_many
SLC36A3,dd_Smed_v6_8683_0,many_many
SLC36A2,dd_Smed_v6_8683_0,many_many
PLEKHB1,dd_Smed_v6_1927_0,many_one
PLEKHB2,dd_Smed_v6_1927_0,many_one
