Human_id,Species_id,Type
PCDH20,Pcdh20,ortholog_one2many
PROSER1,Proser1,ortholog_one2one
USP14,Usp14,ortholog_one2one
CCT8L2,Cct8l1,ortholog_one2one
ERICH6B,Erich6b,ortholog_one2one
KL,Kl,ortholog_one2one
PCDH8,Pcdh8,ortholog_one2one
PIBF1,Pibf1,ortholog_one2one
TMEM200C,Tmem200c,ortholog_one2one
CCT8,Cct8,ortholog_one2one
YES1,Yes1,ortholog_one2one
CCDC122,Ccdc122,ortholog_one2one
BORA,Bora,ortholog_one2one
MAPRE2,Mapre2,ortholog_one2one
TMEM191B,Tmem191c,ortholog_one2many
KLHL1,Klhl1,ortholog_one2one
NCAM2,Ncam2,ortholog_one2one
FHOD3,Fhod3,ortholog_one2one
GTF3A,Gtf3a,ortholog_one2one
KRTAP13-3,Krtap13,ortholog_one2many
KRTAP13-3,Gm20741,ortholog_one2many
KRTAP13-3,2310034C09Rik,ortholog_one2many
KRTAP13-3,Gm5965,ortholog_one2many
KRTAP13-3,2310057N15Rik,ortholog_one2many
KRTAP26-1,Krtap26-1,ortholog_one2one
PI4KA,Pi4ka,ortholog_one2one
KRTAP13-1,Krtap13-1,ortholog_one2many
LTN1,Ltn1,ortholog_one2one
CNMD,Cnmd,ortholog_one2one
B3GLCT,B3glct,ortholog_one2one
MRPL57,Mrpl57,ortholog_one2one
APP,App,ortholog_one2one
ELF1,Elf1,ortholog_one2one
SCEL,Scel,ortholog_one2one
TMEM121B,Tmem121b,ortholog_one2one
GGT2,Ggt1,ortholog_one2many
IL17RA,Il17ra,ortholog_one2one
PSMG2,Psmg2,ortholog_one2one
TSC22D1,Tsc22d1,ortholog_one2one
GGTLC3,Ggt1,ortholog_one2many
FREM2,Frem2,ortholog_one2one
MC2R,Mc2r,ortholog_one2one
KLHL14,Klhl14,ortholog_one2one
TBC1D4,Tbc1d4,ortholog_one2one
GRIK1,Grik1,ortholog_one2one
PIK3C3,Pik3c3,ortholog_one2one
RIMBP3,Rimbp3,ortholog_one2many
SPRY2,Spry2,ortholog_one2one
UFM1,Ufm1,ortholog_one2one
TMEM50B,Tmem50b,ortholog_one2one
MED15,Med15,ortholog_one2one
DACH1,Dach1,ortholog_one2one
U2AF1L5,U2af1,ortholog_one2many
KLF5,Klf5,ortholog_one2one
NDC80,Ndc80,ortholog_one2one
PSPC1,Pspc1,ortholog_one2one
CBY2,Cby2,ortholog_one2one
NDUFV2,Ndufv2,ortholog_one2one
KRTAP11-1,Krtap11-1,ortholog_one2one
CLDN8,Cldn8,ortholog_one2one
TGDS,Tgds,ortholog_one2one
FAM243A,Fam243,ortholog_one2many
FLT1,Flt1,ortholog_one2one
MPPE1,Mppe1,ortholog_one2one
ADRA1D,Adra1d,ortholog_one2one
RSPO4,Rspo4,ortholog_one2one
DEFB129,Defb23,ortholog_one2one
ANGPT4,Angpt4,ortholog_one2one
SMIM11B,Smim11,ortholog_one2many
IGLC2,Iglc2,ortholog_many2many
IGLC2,Iglc1,ortholog_many2many
IGLC2,Iglc4,ortholog_many2many
IGLC2,Iglc3,ortholog_many2many
SIRPG,Gm5150,ortholog_many2many
SIRPG,Sirpb1b,ortholog_many2many
SIRPG,Sirpb1a,ortholog_many2many
SIRPG,Sirpa,ortholog_many2many
SIRPG,Gm9733,ortholog_many2many
SIRPG,Sirpb1c,ortholog_many2many
GGTLC2,Ggt1,ortholog_one2many
HUNK,Hunk,ortholog_one2one
C21orf91,D16Ertd472e,ortholog_one2one
SHLD1,Shld1,ortholog_one2one
TMX4,Tmx4,ortholog_one2one
IGLL5,Iglc2,ortholog_many2many
IGLL5,Iglc1,ortholog_many2many
IGLL5,Iglc4,ortholog_many2many
IGLL5,Iglc3,ortholog_many2many
MORC3,Morc3,ortholog_one2one
SLX4IP,Slx4ip,ortholog_one2one
MMP11,Mmp11,ortholog_one2one
CHGB,Chgb,ortholog_one2one
UBAC2,Ubac2,ortholog_one2one
DEFB125,Defb26,ortholog_one2one
NKX2-2,Nkx2-2,ortholog_one2one
ATRN,Atrn,ortholog_one2one
RFC3,Rfc3,ortholog_one2one
PAXBP1,Paxbp1,ortholog_one2one
OSBP2,Osbp2,ortholog_one2one
DCT,Dct,ortholog_one2one
BMP2,Bmp2,ortholog_one2one
POU4F1,Pou4f1,ortholog_one2one
ANKEF1,Ankef1,ortholog_one2one
TM9SF2,Tm9sf2,ortholog_one2one
CELF4,Celf4,ortholog_one2one
PDYN,Pdyn,ortholog_one2one
SLAIN1,Slain1,ortholog_one2one
C21orf62,4932438H23Rik,ortholog_one2one
TGM6,Tgm6,ortholog_one2one
FAM110A,Fam110a,ortholog_one2one
INSM1,Insm1,ortholog_one2one
DEFB128,Defb20,ortholog_one2one
ITSN1,Itsn1,ortholog_one2one
SPATA13,Spata13,ortholog_one2many
SMOX,Smox,ortholog_one2one
SLC14A2,Slc14a2,ortholog_one2one
NXT1,Nxt1,ortholog_one2one
BTBD3,Btbd3,ortholog_one2one
RALBP1,Ralbp1,ortholog_one2one
ZNF280B,Zfp280b,ortholog_one2one
NHLRC3,Nhlrc3,ortholog_one2one
VPREB3,Vpreb3,ortholog_one2one
GRK3,Grk3,ortholog_one2one
NKX2-4,Nkx2-4,ortholog_one2one
ACAA2,Acaa2,ortholog_one2one
TMEM230,Tmem230,ortholog_one2one
OLFM4,Olfm4,ortholog_one2one
IPO5,Ipo5,ortholog_one2one
ASCC2,Ascc2,ortholog_one2one
SS18,Ss18,ortholog_one2one
PCSK2,Pcsk2,ortholog_one2one
MAFIP,Tekt4,ortholog_one2one
SNAP25,Snap25,ortholog_one2one
SYN3,Syn3,ortholog_one2one
CST8,Cst8,ortholog_one2one
ISM1,Ism1,ortholog_one2one
RRBP1,Rrbp1,ortholog_one2one
DIAPH3,Diaph3,ortholog_one2one
APOL6,Apol6,ortholog_one2one
OSM,Osm,ortholog_one2one
DRG1,Drg1,ortholog_one2one
ANKRD12,Ankrd12,ortholog_one2one
CDC42EP1,Cdc42ep1,ortholog_one2one
ABHD12,Abhd12,ortholog_one2one
SPIRE1,Spire1,ortholog_one2one
XBP1,Xbp1,ortholog_one2one
HORMAD2,Hormad2,ortholog_one2one
FLRT3,Flrt3,ortholog_one2one
FBXO7,Fbxo7,ortholog_one2one
DEFB123,Defb36,ortholog_one2one
PCDH17,Pcdh17,ortholog_one2one
DZANK1,Dzank1,ortholog_one2one
EDNRB,Ednrb,ortholog_one2one
NCF4,Ncf4,ortholog_one2one
USP12,Usp12,ortholog_one2one
LMO7,Lmo7,ortholog_one2one
TRMT6,Trmt6,ortholog_one2one
C18orf25,8030462N17Rik,ortholog_one2one
SYNDIG1,Syndig1,ortholog_one2one
HAO1,Hao1,ortholog_one2one
SFI1,Sfi1,ortholog_one2one
CST11,Cst11,ortholog_one2one
XRN2,Xrn2,ortholog_one2one
SKA1,Ska1,ortholog_one2one
GPCPD1,Gpcpd1,ortholog_one2one
EPG5,Epg5,ortholog_one2one
SNRPB2,Snrpb2,ortholog_one2one
DEFB118,Defb21,ortholog_one2one
ATP5F1A,Atp5a1,ortholog_one2one
CD93,Cd93,ortholog_one2one
GINS1,Gins1,ortholog_one2one
CST7,Cst7,ortholog_one2one
CLDN14,Cldn14,ortholog_one2one
APMAP,Apmap,ortholog_one2one
KCNJ6,Kcnj6,ortholog_one2one
CACNA1I,Cacna1i,ortholog_one2one
BFSP1,Bfsp1,ortholog_one2one
ATP5PO,Atp5o,ortholog_one2many
CEP192,Cep192,ortholog_one2one
WBP4,Wbp4,ortholog_one2one
SERTM1,Sertm1,ortholog_one2one
CRLS1,Crls1,ortholog_one2one
CDK8,Cdk8,ortholog_one2one
KRTAP27-1,Krtap27-1,ortholog_one2one
CHODL,Chodl,ortholog_one2one
GGTLC1,Ggt1,ortholog_one2many
YBEY,Ybey,ortholog_one2one
SOX21,Sox21,ortholog_one2one
SLC7A1,Slc7a1,ortholog_one2one
REM1,Rem1,ortholog_one2one
VPS26C,Vps26c,ortholog_one2one
SLC15A1,Slc15a1,ortholog_one2one
DSTN,Dstn,ortholog_one2one
POLR3F,Polr3f,ortholog_one2one
IGLL1,Iglc2,ortholog_many2many
IGLL1,Iglc1,ortholog_many2many
IGLL1,Iglc4,ortholog_many2many
IGLL1,Iglc3,ortholog_many2many
BPIFB2,Bpifb2,ortholog_one2one
TNRC6B,Tnrc6b,ortholog_one2one
S100B,S100b,ortholog_one2one
STK35,Stk35,ortholog_one2one
MCM3AP,Mcm3ap,ortholog_one2one
LRRN4,Lrrn4,ortholog_one2one
CLYBL,Clybl,ortholog_one2one
SCRT2,Scrt2,ortholog_one2one
RALGAPA2,Ralgapa2,ortholog_one2one
RASD2,Rasd2,ortholog_one2one
NDFIP2,Ndfip2,ortholog_one2one
IGLC3,Iglc2,ortholog_many2many
IGLC3,Iglc1,ortholog_many2many
IGLC3,Iglc4,ortholog_many2many
IGLC3,Iglc3,ortholog_many2many
PIK3IP1,Pik3ip1,ortholog_one2one
IGLC1,Iglc2,ortholog_many2many
IGLC1,Iglc1,ortholog_many2many
IGLC1,Iglc4,ortholog_many2many
IGLC1,Iglc3,ortholog_many2many
FOXO1,Foxo1,ortholog_one2one
SLC35E4,Slc35e4,ortholog_one2one
NCOA6,Ncoa6,ortholog_one2one
COG3,Cog3,ortholog_one2one
ISX,Isx,ortholog_one2one
BACH1,Bach1,ortholog_one2one
RPRD1A,Rprd1a,ortholog_one2one
PLA2G6,Pla2g6,ortholog_one2one
PRMT2,Prmt2,ortholog_one2one
LRCH1,Lrch1,ortholog_one2one
RIT2,Rit2,ortholog_one2one
CTAGE1,Mia2,ortholog_one2many
DEFB127,Defb22,ortholog_many2many
DEFB127,Defb34,ortholog_many2many
DEFB127,Defb15,ortholog_many2many
THBD,Thbd,ortholog_one2one
KIF3B,Kif3b,ortholog_one2one
CEP76,Cep76,ortholog_one2one
GPR180,Gpr180,ortholog_one2one
SPTLC3,Sptlc3,ortholog_one2one
NUP58,Gm49336,ortholog_one2many
NUP58,Nupl1,ortholog_one2many
STARD6,Stard6,ortholog_one2one
BPIFA1,Bpifa1,ortholog_one2many
BPIFA1,Bpifa5,ortholog_one2many
MCAT,Mcat,ortholog_one2one
SYT4,Syt4,ortholog_one2one
CDADC1,Cdadc1,ortholog_one2one
LIMK2,Limk2,ortholog_one2one
HRH4,Hrh4,ortholog_one2one
RBBP8,Rbbp8,ortholog_one2one
ABCC4,Abcc4,ortholog_one2one
KRTAP13-2,Krtap13-1,ortholog_one2many
ACSS2,Acss2,ortholog_one2one
SLC5A1,Slc5a1,ortholog_one2one
TTC3,Ttc3,ortholog_one2one
MAFF,Maff,ortholog_one2one
ENTHD1,Enthd1,ortholog_one2one
TTC39C,Ttc39c,ortholog_one2one
MN1,Mn1,ortholog_one2one
TPTEP2-CSNK1E,Csnk1e,ortholog_one2many
EIF3D,Eif3d,ortholog_one2one
DCC,Dcc,ortholog_one2one
MAPK4,Mapk4,ortholog_one2one
DIS3,Dis3,ortholog_one2one
SIGLEC15,Siglec15,ortholog_one2one
DEFB115,Defb28,ortholog_one2one
RNF165,Rnf165,ortholog_one2one
MRO,Mro,ortholog_one2one
U6,Gm24461,ortholog_one2many
LIF,Lif,ortholog_one2one
CYTH4,Cyth4,ortholog_one2one
COG6,Cog6,ortholog_one2one
TP53INP2,Trp53inp2,ortholog_one2one
C18orf54,4930503L19Rik,ortholog_one2one
ASXL1,Asxl1,ortholog_one2one
ETS2,Ets2,ortholog_one2one
MRPS31,Mrps31,ortholog_one2one
NOL12,Nol12,ortholog_one2many
MBD2,Mbd2,ortholog_one2one
PRKX,Prkx,ortholog_one2one
MEDAG,Medag,ortholog_one2one
COL4A2,Col4a2,ortholog_one2one
DIP2A,Dip2a,ortholog_one2one
ROCK1,Rock1,ortholog_one2one
SUN2,Sun2,ortholog_one2one
JAG1,Jag1,ortholog_one2one
ST8SIA3,St8sia3,ortholog_one2one
HAUS1,Haus1,ortholog_one2one
STARD13,Stard13,ortholog_one2one
SLC23A2,Slc23a2,ortholog_one2one
AMELX,Amelx,ortholog_one2one
RNF152,Rnf152,ortholog_one2one
CCDC68,Ccdc68,ortholog_one2one
ASMT,Asmt,ortholog_one2one
SMAD2,Smad2,ortholog_one2one
GTPBP6,Gtpbp6,ortholog_one2one
FBLN1,Fbln1,ortholog_one2one
CFAP97D2,Cfap97d2,ortholog_one2one
COL6A2,Col6a2,ortholog_one2one
CST9L,Cstdc2,ortholog_one2many
CST9L,Cst9,ortholog_one2many
SLITRK6,Slitrk6,ortholog_one2one
MYH7B,Myh7b,ortholog_one2one
PCDH9,Pcdh9,ortholog_one2one
SHROOM2,Shroom2,ortholog_one2one
RAB27B,Rab27b,ortholog_one2one
SEMG2,Svs2,ortholog_many2many
SEMG2,Svs3a,ortholog_many2many
SEMG2,Svs3b,ortholog_many2many
KRTAP7-1,Krtap7-1,ortholog_one2one
PCNT,Pcnt,ortholog_one2one
KCNS1,Kcns1,ortholog_one2one
LGALS2,Lgals2,ortholog_one2one
GRP,Grp,ortholog_one2one
CBX7,Cbx7,ortholog_one2one
SEC23B,Sec23b,ortholog_one2one
PNPLA3,Pnpla3,ortholog_one2one
DNAJC3,Dnajc3,ortholog_one2one
CRLF2,Crlf2,ortholog_one2one
C13orf46,1700029H14Rik,ortholog_one2one
KCNJ15,Kcnj15,ortholog_one2one
TNFRSF11A,Tnfrsf11a,ortholog_one2one
EFCAB6,Efcab6,ortholog_one2one
CLDN34,Cldn34c4,ortholog_one2many
CLDN34,Gm2411,ortholog_one2many
CLDN34,Cldn34b3,ortholog_one2many
CLDN34,Cldn34c2,ortholog_one2many
CLDN34,Cldn34b2,ortholog_one2many
CLDN34,Cldn34d,ortholog_one2many
CLDN34,Cldn34c1,ortholog_one2many
CLDN34,Cldn34b1,ortholog_one2many
CLDN34,Gm5945,ortholog_one2many
CLDN34,Cldn34a,ortholog_one2many
CLDN34,Cldn34b4,ortholog_one2many
CCDC169,Ccdc169,ortholog_one2one
CRYZL1,Cryzl1,ortholog_one2one
FANCB,Fancb,ortholog_one2one
TXNL1,Txnl1,ortholog_one2one
ELFN2,Elfn2,ortholog_one2one
TBC1D22A,Tbc1d22a,ortholog_one2one
CTIF,Ctif,ortholog_one2one
HCCS,Hccs,ortholog_one2one
ZMYM5,Zmym5,ortholog_one2one
TASP1,Tasp1,ortholog_one2one
TPTE2,Tpte,ortholog_one2many
N6AMT1,N6amt1,ortholog_one2one
NANP,Nanp,ortholog_one2one
CTNNBL1,Ctnnbl1,ortholog_one2one
DIP2C,Dip2c,ortholog_one2one
ME2,Me2,ortholog_one2one
SOX1,Sox1,ortholog_one2one
TEX26,Tex26,ortholog_one2one
LAMP1,Lamp1,ortholog_one2one
GRTP1,Grtp1,ortholog_one2one
UGGT2,Uggt2,ortholog_one2one
NRIP1,Nrip1,ortholog_one2one
SON,Son,ortholog_one2one
SRPX,Srpx,ortholog_one2one
GAREM1,Garem1,ortholog_one2one
WFDC9,Wfdc9,ortholog_one2one
ZBED4,Zbed4,ortholog_one2one
PHF21B,Phf21b,ortholog_one2one
TUBAL3,Tubal3,ortholog_one2one
SOGA1,Soga1,ortholog_one2one
ELAC1,Elac1,ortholog_one2one
LARP4B,Larp4b,ortholog_one2one
PSTPIP2,Pstpip2,ortholog_one2one
PHKA2,Phka2,ortholog_one2one
MYO16,Myo16,ortholog_one2one
ADA,Ada,ortholog_one2one
CDPF1,Cdpf1,ortholog_one2one
GRPR,Grpr,ortholog_one2one
ADARB2,Adarb2,ortholog_one2one
ZBTB7C,Zbtb7c,ortholog_one2one
PPEF1,Ppef1,ortholog_one2one
UPK3A,Upk3a,ortholog_one2one
AKR1E2,Akr1e1,ortholog_one2one
ACTR5,Actr5,ortholog_one2one
RPL3,Rpl3,ortholog_one2one
BEND2,Gm15262,ortholog_many2many
COL4A1,Col4a1,ortholog_one2one
MOSPD2,Mospd2,ortholog_one2one
ERG,Erg,ortholog_one2one
RPS6KA3,Rps6ka3,ortholog_one2one
ZCCHC2,Zcchc2,ortholog_one2one
PRKCQ,Prkcq,ortholog_one2one
SEMG1,Svs2,ortholog_many2many
SEMG1,Svs3a,ortholog_many2many
SEMG1,Svs3b,ortholog_many2many
WFDC10A,Wfdc10,ortholog_one2one
CSF2RB,Csf2rb2,ortholog_one2many
CSF2RB,Csf2rb,ortholog_one2many
WFDC5,Wfdc5,ortholog_one2one
ADAMTS5,Adamts5,ortholog_one2one
CBSL,Cbs,ortholog_one2many
BOD1L2,Bod1,ortholog_one2many
CPLX4,Cplx4,ortholog_one2one
PPP1R16B,Ppp1r16b,ortholog_one2one
RIOK3,Riok3,ortholog_one2one
MIOX,Miox,ortholog_one2one
WDFY2,Wdfy2,ortholog_one2one
KIAA1755,D630003M21Rik,ortholog_one2one
ECHDC3,Echdc3,ortholog_one2one
RCBTB1,Rcbtb1,ortholog_one2one
TMEM47,Tmem47,ortholog_one2one
FBXO15,Fbxo15,ortholog_one2one
GATA3,Gata3,ortholog_one2one
GTSE1,Gtse1,ortholog_one2one
KLHL34,Klhl34,ortholog_one2one
ZNF337,Zfp78,ortholog_many2many
IRS2,Irs2,ortholog_one2one
TOMM34,Tomm34,ortholog_one2one
SMPX,Smpx,ortholog_one2one
CDC16,Cdc16,ortholog_one2one
CDC123,Cdc123,ortholog_one2one
EIF4ENIF1,Eif4enif1,ortholog_one2one
NPC1,Npc1,ortholog_one2one
SLC13A3,Slc13a3,ortholog_one2one
CNKSR2,Cnksr2,ortholog_one2one
U1,Gm23738,ortholog_one2many
RNU6-113P,U6,ortholog_one2one
RN7SKP147,7SK,ortholog_one2many
RN7SKP147,7SK,ortholog_one2many
RN7SKP147,7SK,ortholog_one2many
RNU1-98P,Gm25489,ortholog_one2one
RNU6-426P,Gm26226,ortholog_one2many
MIR99A,Mir99a,ortholog_one2one
RNU1-139P,Gm23796,ortholog_one2one
RNU4-45P,Gm22005,ortholog_one2one
MIRLET7C,Mirlet7c-1,ortholog_one2one
MIR155,Mir155,ortholog_one2one
U6,U6,ortholog_one2many
RNU6-396P,Gm25141,ortholog_one2one
SNORA80A,Gm23300,ortholog_one2one
C2CD2,C2cd2,ortholog_one2one
UCN3,Ucn3,ortholog_one2one
SEPHS1,Sephs1,ortholog_one2one
MYO5B,Myo5b,ortholog_one2many
CRYBB3,Crybb3,ortholog_one2one
ZBTB21,Zbtb21,ortholog_one2one
OPTN,Optn,ortholog_one2one
BPIFB6,Bpifb6,ortholog_one2one
TFDP1,Tfdp1,ortholog_one2one
TST,Tst,ortholog_one2one
CBR1,Cbr1,ortholog_one2many
CBR1,Gm5678,ortholog_one2many
SLC32A1,Slc32a1,ortholog_one2one
APOL2,Apol11a,ortholog_many2many
APOL2,Apol9a,ortholog_many2many
APOL2,Apol10b,ortholog_many2many
APOL2,Apol7a,ortholog_many2many
APOL2,Apol7c,ortholog_many2many
APOL2,Apol11b,ortholog_many2many
APOL2,Apol7b,ortholog_many2many
APOL2,Apol8,ortholog_many2many
APOL2,Apol9b,ortholog_many2many
APOL2,Apol10a,ortholog_many2many
APOL2,Apol7e,ortholog_many2many
ZNF24,Zfp24,ortholog_one2one
SPACA7,Spaca7,ortholog_one2one
CBR3,Cbr3,ortholog_one2one
CLDN10,Cldn10,ortholog_one2one
RUNX1,Runx1,ortholog_one2one
ATP4B,Atp4b,ortholog_one2one
SEC11C,Sec11c,ortholog_one2one
ADIG,Adig,ortholog_one2one
CHAMP1,Champ1,ortholog_one2one
KLF6,Klf6,ortholog_one2one
ARHGAP40,Arhgap40,ortholog_one2one
CDH7,Cdh7,ortholog_one2one
EVA1C,Eva1c,ortholog_one2one
DHX35,Dhx35,ortholog_one2one
IL2RA,Il2ra,ortholog_one2one
ST13,St13,ortholog_one2one
DCUN1D2,Dcun1d2,ortholog_one2one
TPGS2,Tpgs2,ortholog_one2one
ATP5F1C,Atp5c1,ortholog_one2one
STOML3,Stoml3,ortholog_one2one
UPF3A,Upf3a,ortholog_one2one
CFAP298,Cfap298,ortholog_one2many
ANKRD10,Ankrd10,ortholog_one2one
TOX2,Tox2,ortholog_one2one
